Parent,Child
57,177
177,65
65,67
67,67
56,56
56,52
52,144
144,61
61,141
141,141
80,80
80,59
59,59
59,66
66,66
66,94
94,94
94,75
75,64
64,64
64,85
85,85
85,107
107,107
107,92
92,92
92,92
92,69
69,69
69,69
69,114
114,114
114,114
114,134
134,134
134,134
134,68
68,68
68,68
68,77
77,77
77,101
101,101
101,90
90,90
90,71
71,87
87,73
73,74
74,89
89,89
89,111
111,111
111,93
93,93
93,79
79,79
79,79
109,109
109,109
109,88
88,88
88,88
82,82
82,82
82,124
124,124
124,124
78,78
78,78
78,97
97,97
97,97
95,95
95,95
95,84
84,158
158,158
102,102
102,81
81,81
106,106
106,83
83,256
256,256
256,157
157,157
157,155
155,155
155,96
96,127
127,112
112,121
121,108
108,108
163,163
163,146
146,104
104,104
100,100
100,225
225,117
117,126
126,126
126,126
126,126
99,99
99,99
99,99
99,142
142,142
142,142
142,142
113,113
113,113
113,113
113,232
232,232
232,232
232,232
234,234
234,234
234,234
234,159
159,145
145,145
115,115
115,119
119,119
105,105
105,110
110,129
129,147
147,137
137,137
137,137
120,120
120,120
120,125
125,125
125,125
118,118
118,118
118,161
161,161
122,122
122,205
205,162
162,162
162,162
162,162
162,131
131,131
131,131
131,131
131,152
152,152
152,152
152,152
152,151
151,151
151,151
151,151
151,156
156,156
156,156
156,156
156,154
154,154
154,154
154,154
154,128
128,128
128,128
128,128
128,136
136,136
153,153
153,138
138,133
133,133
199,199
199,135
135,135
135,135
227,227
227,227
227,206
206,206
206,206
192,192
192,192
192,321
321,168
168,168
168,168
167,167
167,167
167,166
166,166
166,166
140,140
140,140
140,139
139,224
224,224
224,224
224,224
224,262
262,262
262,262
262,262
262,148
148,148
148,148
148,148
148,230
230,230
230,230
230,230
230,178
178,178
178,178
178,178
178,209
209,209
209,209
209,209
209,171
171,171
171,171
171,171
171,160
160,143
143,143
222,222
222,217
217,217
150,150
150,303
303,208
208,169
169,169
173,173
173,179
179,175
175,175
202,202
202,235
235,164
164,247
247,315
315,315
319,319
319,250
250,250
165,165
165,231
231,170
170,241
241,241
240,240
240,213
213,213
213,213
172,172
172,172
172,305
305,305
305,305
181,181
181,181
181,195
195,195
195,195
174,174
174,174
174,196
196,196
196,196
184,184
184,184
184,176
176,176
245,245
245,311
311,311
311,311
180,180
180,180
180,306
306,306
306,306
276,276
276,276
276,183
183,183
187,187
187,288
288,288
288,288
288,236
236,236
236,236
236,185
185,185
185,185
185,193
193,193
193,193
193,182
182,182
182,182
182,221
221,188
188,188
188,188
188,188
188,188
186,186
186,186
186,186
186,186
186,189
189,189
189,189
189,189
189,189
203,203
203,203
203,203
203,203
203,190
190,190
190,190
190,190
190,190
216,216
216,216
216,216
216,216
216,237
237,237
237,237
237,237
237,237
197,197
197,197
197,197
197,197
197,220
220,191
191,248
248,248
248,194
194,194
194,219
219,219
219,211
211,211
318,318
318,207
207,207
207,207
201,201
201,201
201,264
264,264
264,264
309,309
309,309
309,200
200,268
268,268
268,268
268,198
198,198
198,198
198,214
214,214
214,214
214,223
223,223
223,223
223,274
274,274
274,274
274,212
212,212
212,212
204,204
204,204
204,226
226,226
226,226
251,251
251,251
251,229
229,279
279,279
279,279
310,310
310,310
310,271
271,271
271,271
239,239
239,239
239,215
215,267
267,267
267,218
218,218
218,244
244,244
244,210
210,289
289,252
252,252
252,272
272,272
272,266
266,266
266,249
249,242
242,242
293,293
293,317
317,304
304,259
259,259
259,228
228,228
228,263
263,263
263,233
233,273
273,273
320,320
320,287
287,287
254,254
254,278
278,280
280,246
246,246
246,243
243,243
243,238
238,238
238,291
291,294
294,294
265,265
265,269
269,258
258,258
258,258
261,261
261,261
261,300
300,300
300,300
316,316
316,316
316,260
260,253
253,253
277,277
277,299
299,257
257,312
312,312
312,312
285,285
285,285
285,255
255,255
255,255
275,275
275,275
275,314
314,286
286,284
284,281
281,313
313,313
270,270
270,283
283,282
282,302
302,307
307,298
298,290
290,292
292,295
295,297
297,296
296,301
301,308
