Parent,Child
222,167
167,167
167,167
167,167
159,159
159,159
159,159
159,175
175,175
175,175
175,175
151,151
207,207
207,207
207,207
172,172
172,172
172,172
145,145
145,145
145,145
192,192
192,192
192,192
215,215
215,215
215,215
148,148
210,210
157,157
176,176
176,170
170,170
154,154
174,174
174,174
166,166
166,166
168,168
168,168
213,213
213,213
213,160
160,160
160,160
162,162
162,162
162,220
220,220
220,220
195,195
195,195
161,161
161,161
212,212
212,212
211,211
211,211
211,211
211,164
164,164
164,164
164,164
181,181
181,181
181,181
181,173
173,173
173,173
173,173
184,184
184,184
184,184
184,198
198,198
198,198
198,198
178,178
178,169
169,169
165,165
165,165
171,171
171,171
216,216
216,216
187,187
218,218
180,180
185,185
193,193
182,182
182,182
182,183
183,183
183,183
190,190
190,190
190,189
189,189
189,189
188,188
188,194
194,194
214,214
214,208
208,208
197,197
196,196
196,219
219,219
203,203
221,221
221,221
200,200
200,200
199,199
199,199
204,204
209,209
217,217
223,223
