Parent,Child
32,32
32,26
26,26
26,28
28,25
25,37
37,75
75,44
44,33
33,33
41,41
41,54
54,54
49,49
49,39
39,39
93,93
93,63
63,63
79,79
79,53
53,53
40,40
40,59
59,59
59,42
42,42
42,58
58,58
58,43
43,61
61,61
47,47
47,83
83,52
52,52
52,50
50,50
50,91
91,91
91,56
56,56
56,74
74,74
74,60
60,60
60,94
94,94
87,87
87,70
70,70
55,55
55,76
76,62
62,62
86,86
86,84
84,84
84,66
66,66
66,109
109,109
109,77
77,64
64,64
67,67
67,97
97,97
97,90
90,90
90,65
65,65
65,80
80,80
78,78
78,68
68,69
69,69
71,71
71,72
72,100
100,100
100,89
89,89
89,73
73,73
73,140
140,140
81,81
81,82
82,82
82,96
96,96
96,88
88,88
88,106
106,98
98,95
95,95
105,105
105,102
102,130
130,130
116,116
116,101
101,101
101,101
103,103
103,103
103,104
104,104
104,104
107,107
107,107
107,112
112,112
112,112
123,123
123,123
123,142
142,142
142,142
124,124
124,124
124,137
137,108
108,110
110,111
111,111
187,187
187,113
113,113
113,113
113,113
113,113
113,113
113,118
118,118
118,118
118,118
118,118
118,118
118,141
141,141
141,141
141,141
141,141
141,141
141,138
138,138
138,138
138,138
138,138
138,138
138,122
122,122
122,122
122,122
122,122
122,122
122,114
114,114
114,114
114,114
114,114
114,114
114,136
136,136
136,136
136,136
136,136
136,136
136,129
129,129
129,129
129,129
129,129
129,129
129,121
121,121
121,121
121,121
121,121
121,121
121,147
147,147
147,147
147,147
147,147
147,147
147,151
151,151
151,151
151,151
151,151
151,151
151,120
120,120
120,120
115,115
115,115
115,152
152,152
152,152
181,181
181,181
181,146
146,180
180,180
180,148
148,148
148,117
117,117
117,144
144,144
139,139
139,119
119,119
119,119
119,149
149,149
149,149
149,126
126,126
126,126
126,134
134,134
134,134
134,165
165,165
165,165
165,155
155,155
127,127
127,157
157,157
157,157
157,157
150,150
150,150
150,150
150,125
125,125
125,125
125,125
128,128
128,128
128,128
128,168
168,168
168,168
168,168
131,131
131,131
131,131
131,133
133,154
